标签,文本
sadness,。刚才系人民桥，见到左一只被遗弃葛狗只，无人理距，戆居居感坐左系条马路度，我感到痛心了。[泪][泪][泪]
sadness,。我和很多人一样选择做餐馆。。很辛苦不说，时间拖得很长。。别人也许干得下，可我每天无论下班多晚，都要抽一个小时学英语。。感觉快做不下来了。。睡眠不足，白天精神不好。。做指甲现在赚不到钱，纽约工作不敢找也找不到，人家要工卡。。中国人容不得我，一看到我就大呼小叫。。除了福建人圈子。。内地人工作我不敢找
like,。从《豆汁记》开始喜欢叶广芩老师的小说，最近读到她的《后罩楼》，前半边虽嫌芜杂，但后边看着依旧喜欢，一贯读出了她小说中那种旧事前尘的一抹荒凉及至荒谬。。内心高贵、矜持，即使写灰尘，也要高贵地在空中跳一场舞才肯落地。
like,。路过蓟门桥土城，看到河两岸的垂柳已泛出淡淡的绿色，沐浴着阳光在微风中摆动，朦胧的像一抹抹云雾、婀娜的像一缕缕轻烟、、、、 土城两岸柳枝依， 丝丝鹅黄漫河堤。。婀婀袅袅春风里， 朦朦秀色醉心扉。[呵呵]
happiness,。啊哈...。好舒服的早晨...。小灵通也睡了个小懒觉[可爱] ，现在精神抖擞！。从今天起，别再发春困，开始热火朝天的夏日精彩吧！。谁说小灵通只会发瑞士片片来的，来一张《摩尔多瓦·夏日》问候各位夏安！。嘿嘿，你肯定不知道摩尔多瓦是哪个大洲的...[挖鼻屎]
sadness,。晚上十一点半地铁停开了，从新天地打车回家花了八十八块整。。这个数字对我打击很大，好不容易来上海了，还是住在郊区。
like,。焕新家第2步：新的台灯。。蕾丝花边很漂亮[兔子]。一个女人，可能因为没有女儿为她买，也可能在小时候由于各种原因不曾拥有~~但只要拥有一颗随时臭美的爱自己的心就好！
happiness,。FIFA12 DEMO下载时间公布：具体开放下载时间为英国夏令时 10:00 am。。也就是说算上时差北京时间9月13日下午17：00左右DEMO将开始提供下载。。欢呼吧。。能睡个好觉了。[嘻嘻]
happiness,。谢谢我爱的和爱我的所有人哪~大晚上的，收获了那么多温暖！。开心呀[鼓掌] 赶紧带着满足去睡了，明儿年货办起来~~[给力] [耶]
happiness,"。男来宾光临「康熙」,通常花较多时间望着小s,因为她实在很吸引目光。。Mr.马英九来时,坐在S和我中间,结果很妙,三分之二时间Mr.马把脸对着我,他大概知道我的问题一定比小S的好对付,所以不管S表情多可爱,马sir就是很少转过去,有时为了闪躲小S,他还抓我手臂「避难」,难道把我当救生圈哈哈？（画面截自康熙）"
disgust,。电脑因停电而非正常关机 ，再次开机时系统提示windows文件丢失，要运行chikds来修复，运行修复完后提示要重新启动，结果关机在启动时，就是彻底丢失，必须重转系统，三月来，系统崩了两次，真是郁闷人啊
disgust,。明明是越苏党，但是却画起来恭苏……。救命！！。我点廉耻心是被狗吃了么！！。居然拆了自己的CP！。另外，果然师兄你照顾得再好，不如灵魂半身求合体的吸引力大。。饿死了……。饭去
surprise,。万一夭折？。中国的第一胎生育平均年龄已超过25岁，25岁以前死亡的高达5.4％。。所以独生子女不是万分之一的可能绝孙子女、外孙子女，而是万分之五百四十的可能！
sadness,。可惜了，三鹿奶粉事件至今未有一本厚重、信达、悲悯的图书面世。。作为一个特色中国的标本性大事件，政府、资本家、监管者及劳动者各自的脸谱和角色在长达三十年乃至六十年宽达全中国乃至大华人圈的舞台上共同完成了一出奇异的末世演出，所以我说，它是中国人精神层面上的微型的奥斯维辛事件。
disgust,。保障房财政资金投入，钱从哪儿来？。每年1000亿的规模，拨付下去还不知道打了什么野狗。。//@金融界网站: 3-6个月有机会？。现在跌的麻木了。
like,。《大时代的记录者——吴印咸》是传媒学院的团队用三个月的时间完成的两集37分钟的纪录片。。感谢所有为这部纪录片做出努力的人，周獴、许波、沈晓平、杨骥、尤达、胡海洋、周翀，姬老师，感谢我们的同学刘先瑞、王楚、傅涵等等，这是大家努力的成果。
like,。其实更多的是喜欢她这种享受舞台的感觉，有种即兴新鲜的味道。。（因为舞步又改了啊）很开心很开心，轻松又随意，挥滤自如的感觉。。因为她是天生属于舞台的^^
like,。当秋意渐浓，愈发觉冬日的温馨已经飘然而至，这一刻什么都可能忘记，唯独忘不了的是向您轻轻地说声：你快乐是我的心愿。
disgust,"。我最搞不懂就是为什么花几十上百万养小三,去夜总会玩一晚上才多少钱,态度好,技术好,人由你挑,还没后患呢."
anger,。[咆哮] [咆哮] [咆哮] 尼玛身高170以上的女生上辈子都是折翼的跷跷板！！！。尼玛身高170以上的女生伤不起啊！！！。有木有！！！。终于出了此版了[昂]
surprise,。今天帮父亲弄电脑，居然发现他的一个秘密视频，开始以为是与时俱进，打开才发现，是我留学时代发给他的相片。。他把这些相片集合起来，用软件生产视频，配上音乐--（为什么是邓丽君！！）和字幕（还加了蓝白渐变效果==）。。。。我父亲已经60多岁了...
sadness,。昨夜食物中毒，上吐下泄全身冰冷加之超乎寻常的胃痛至今晨，要了我半条命啊，还好有妈送药上门，这个周末看来只有躺着过了，虚的一踏糊涂[泪][泪]
happiness,。回复@-_-贝:我是转的，我可不敢这么说，哈哈。。//@-_-贝:话不能这么说啊，虽然有人对于日本的地震表示不所谓，那只能说日本当初对中国做的事情让很多人都很难忘记，虽说对于仇恨应该尽量释然，但是历史是不能抹去的，你可以去关心去祈福，我也会这样做，但是，你说中国人没有良知和怜悯心有点太过了吧
disgust,"。美丽被凤姐毁了,爱情被马诺毁了,婚姻被锋芝毁了;。脑袋被三鹿毁了,身体被蒙牛毁了;。奢华被达芬奇毁了,315被国美毁了;。超速被摸奶哥毁了,出行被高铁毁了;。脊梁被倪萍毁了,文物被故宫毁了;。窦娥被卢星宇毁了,慈善被红十字毁了,存款被通胀毁了;。干爹被郭美美毁了,股神被郭登峰毁了……"
disgust,。天堂的门坏了，要重修。。印度人说：只要3万就弄好，理由是材料1万，人工1万，我自己赚1万；又来个德国佬说：要6万，材料2万，人工2万，自己赚2万；最后跑来一个中国人，中国人说：这个要9万，3万给你，3万我的，剩下3万给那印度白痴！。看来还是咱中国人很会做生意哈！
surprise,。我这么老实芭蕉的一个人，你们安全局老是盯着我干嘛？。昨天家里说来了一个老警察，带着笔记本电脑，戴着老花镜，很无聊的把俺的资料包括小学在哪里上的，平时喜欢看啥书，都登记了去。。说是国庆期间正常回访，不让我到处去，去外地要跟派出所说一声，沃勒了个去，太抬高俺滴本事了。。受宠若惊。
like,。看完，我也流泪了，这就是母爱！。感天动地。。此刻，我想起我远在老家的妈妈。。她所做的一切，丝毫不比这位母亲差，母亲是我们儿女心中的太阳！
happiness,。笔迷好消息~上海三间百脑汇终于赶在春节前上了大量笔笔上海演唱会的宣传，包括淮海路特大LED，每30分钟你们就可以看见笔笔一次啦[鼓掌] 还有笔笔做封面的情报志，二月中就在全国百脑汇派发30万本，记得去拿啦！！
disgust,。月考，前面是我们历史老师和政治老师的儿子，他小时候发烧脑袋烧坏了，有点傻，考试总是转过来对我傻笑。。[汗]受不了了。
happiness,。回复@最地产辜志勇:[哈哈]，虚假是经不起考验的，只要找到方法，一切虚假立马显形！。//@最地产辜志勇:回复@咸阳号外网:原来这样啊，学习了！
surprise,。带老妈吃料理，邻桌一个七十多岁的日本老汉带一飒蜜，老汉声音低沉、眼神凶狠，手背上有纹身直通臂膊，不知是哪个组的大哥，飒蜜容貌绝佳，气质冷峻，看着不像二奶，倒像二代目。。两人用日语聊了半天，忽然蹦出一中文词儿：唱红歌。。当场石化！
disgust,。中国人建的效率高，但拆的效率那就更高了，代家湾那么大片拆干净了，同样中国人不要脸的水平也绝对世界第一，坏的都是好的，好的还是好，宝鸡啤酒全国十强，几十年前的事了
like,。我喜欢一个人在上班的路上骑着车，观看来来往往的人，看看这忙录的城市．回想起以往的往事，心里有着千百种的感受，看看这座熟悉的城市而四周不变的环境，此时却让我感到变化却是那么多而又多!
disgust,。圆通真的越来越慢了 上海大北京居然4天 而且不是一次两次 最近 6 7次购物 主要是圆通的都特别慢……。不要叫圆通快递了 叫圆通慢递好么[挖鼻屎]
sadness,。我想幸福的睡到自然醒 结果一睁眼 离想醒的时间还差那么远灬。想起昨天 尘埃落定的那一瞬间 有些不敢相信。折腾了几周来来回回找了无数的人 都没有合档期的星们。最后没抱希望的打了一个电话 几分钟就定了一个人灬。是不是没有前面的百转千回 就不会有后面的柳暗花明 之后大脑一片空白
sadness,。道听途说、按图索骥居然就找到了南社古村，兴冲冲又奔塘尾古建筑群，不料大失所望。。路人告诉我们：原先的村民早就搬走了，这里住的都是打工者，无人维护和管理环境。。想起有学者呼吁关注消失的村落。
sadness,。最近总是想某人。。想完总是心情不好。。心情不好就死命吃东西。。吃完就长肉了。。然后衣服裤子都穿不下了。。果然思念是种病啊…
disgust,。我没ANTI过哪个IDOL，顶天就是讨厌。。但是某些脑残饭，你们的言论真的是只能让我更心疼某只，而讨厌某只。。这就是你们爱自己IDOL的方式？。你家偶吧要CB了，这么造舆论，那只会让如我之人用钱来买KHUN的个人代言产品。。你偶吧美让你偶吧也多多个人代言好了，别再倒贴KHUN。。如我之人大有人在咱们到时见分晓。
